text,actual_sentiment,predicted_sentiment,is_correct
"Got into a fight with my partner over something petty. I feel so stupid for letting it escalate, but I’m planning to apologize and talk it out. Relationships aren’t easy, but they’re worth it. 💛",Negative,Negative,True
"Finally launched my small business today! I’m excited but also TERRIFIED. It’s a dream come true, but I feel so much pressure to succeed. 💪",Positive,Positive,True
"Lost my job unexpectedly this week. I’m crushed, but I know this is just a chapter, not the whole book. Time to dust myself off and start looking for the next opportunity. 💼",Negative,Negative,True
"Went hiking this morning and saw the sunrise over the mountains. It reminded me how small I am in the grand scheme of things, but in a comforting way. 🌄",Positive,Positive,True
"When my best friend posted about their new promotion, I was genuinely happy for them, but it also made me feel a little jealous. Guess I need to step up my game too. 😊",Ambiguous,Ambiguous,True
Dropped my phone in the toilet today. First reaction: PANIC. Second reaction: Why am I like this? Third reaction: At least it’s still under warranty. 🤦‍♀️,Neutral,Neutral,True
"Found an old mixtape my ex made for me. It brought back so many emotions—some good, some bad. I guess healing isn’t always linear. 🎶",Mixed,Mixed,True
"Got ghosted by someone I really liked. I feel hurt, but I’m trying to focus on the fact that I deserve someone who values me. Moving on. ✌️",Negative,Negative,True
Sat down with my grandparents today and listened to their old stories. It made me so grateful for the life they built for our family. 🕰️,Positive,Positive,True
"Accidentally overwatered my houseplant, and now it looks like it’s dying. Feeling like the worst plant parent ever, but I’m determined to save it. 🌱",Negative,Negative,True
Saw a street artist create a mural today. It was so mesmerizing—I couldn’t stop watching. People like that make the world feel more alive. 🎨,Positive,Positive,True
Spent the afternoon volunteering at a local shelter. It reminded me how much even small acts of kindness can mean to someone. Feeling so humbled and grateful. 🐾❤️,Positive,Positive,True
Missed the bus on my way to an interview and had to run the rest of the way. Showed up sweaty and stressed but nailed the interview anyway. Sometimes chaos leads to success. 🚶‍♂️💼,Mixed,Mixed,True
"My manager criticized me in front of the whole team today. I felt humiliated and angry, but I know I’ll use this to be even better at my job. Time to prove them wrong.",Negative,Negative,True
"Scrolling through Instagram and saw a friend’s perfect family vacation pics. It made me feel happy for them, but also a little sad thinking about how much I miss traveling. Gotta start planning my own trip soon. ✈️",Ambiguous,Ambiguous,True
"Lost my favorite earrings today—the ones my mom gave me before she passed. I feel like crying, but I’m reminding myself it’s the memories that matter, not the objects. 💔",Negative,Mixed,False
"Found out my younger sibling got into the same college I didn’t. I’m SO proud of them, but I can’t help feeling a little jealous too. It’s a weird mix of emotions.",Mixed,Mixed,True
Went on a solo hike today and saw the most incredible waterfall. It made me realize how much I love being out in nature. Feeling so at peace right now. 🌿,Positive,Positive,True
"My friend bailed on me last minute today, and I felt so hurt. But I reminded myself that they’ve been going through a tough time lately, so I’m choosing to let it slide.",Negative,Negative,True
"Dropped my phone while running to catch the bus. I was so mad at myself at first, but then I laughed because it’s honestly such a ‘me’ thing to do. 🤷‍♀️",Neutral,Neutral,True
"Finally finished my first short story and submitted it to a contest! I’m so nervous about what people will think, but I’m proud I took the leap. 📝",Positive,Positive,True
Visited a local shelter to donate blankets today. Seeing how grateful everyone was reminded me how small acts of kindness can make such a big difference. 🥹,Positive,Positive,True
"Tried cooking a new recipe tonight, and it was a DISASTER. The kitchen’s a mess, but honestly, it was kind of fun experimenting. Will I try it again? Maybe. 😂",Neutral,Neutral,True
"Watched a documentary about the plastic crisis today, and I feel so guilty about how much waste I produce. Time to start making some serious changes. 🌍",Negative,Negative,True
Saw my favorite street musician playing today. Their music always makes me feel so alive and connected to the world around me. 🎵,Positive,Positive,True
"Had to say goodbye to our family dog today. My heart feels so heavy, but I’m grateful for the love and joy they brought to our lives. Rest easy, buddy. 🐾❤️",Mixed,Mixed,True
"Got an email from my professor saying I didn’t pass the class. I’m crushed. But after crying it out, I’ve decided I’m not giving up. I’ll retake it next semester and do better.",Negative,Negative,True
"Saw my cousin post pics of their new house on Facebook, and it looks AMAZING. I’m so happy for them, but it’s hard not to feel a little jealous. Someday, I’ll get there too. 🏡",Ambiguous,Ambiguous,True
"Had the absolute WORST day at work—spilled coffee on myself, missed a deadline, and got called out in a meeting. I wanted to scream, but I’m trying to remind myself it’s just one bad day. 😩",Negative,Negative,True
Went to the park and saw two little kids sharing a snack. It made me smile so much—it’s amazing how simple kindness can be. 😊,Positive,Positive,True
"Just finished my first big painting project. I’m nervous about showing it to others, but I’m also so proud of myself for taking the time to create something meaningful. 🎨",Positive,Positive,True
"Had to say goodbye to my cat today after 15 wonderful years together. My heart feels so heavy, but I’m grateful for every cuddle and every purr. 🐾💔",Mixed,Mixed,True
"Went to a friend’s housewarming party and couldn’t help but feel out of place. Everyone seemed to have their lives together, and I’m just... stuck. Trying not to let it get to me.",Negative,Negative,True
"Visited a shelter today to volunteer, and seeing the wagging tails of those dogs made me realize how much joy they still find despite everything. Truly humbling. 🐶",Positive,Positive,True
Caught the sunset from my rooftop tonight. It was one of those moments where the world just feels... still. Grateful for this tiny pause in the chaos. 🌅,Positive,Positive,True
"Dropped my lunch while rushing out the door today. I was so annoyed, but then I just laughed because honestly, what else can you do? Some days are just chaos. 🍴",Neutral,Neutral,True
Had a deep conversation with my grandpa today about his childhood. Hearing about all the things he went through made me realize how much strength runs in our family. 🕰️,Positive,Positive,True
"Watched a documentary about ocean pollution, and now I feel so guilty about how much plastic I use. Gonna start making small changes—every bit counts, right? 🌊",Negative,Negative,True
"Tried a new workout today, and I feel SO out of shape. But hey, at least I started, right? Here’s to small steps. 💪",Positive,Positive,True
"Saw someone post their fitness transformation, and it made me feel so inadequate about my own progress. But then I thought—why compare? Their success doesn’t take away from my journey. Time to focus on my own goals! 💪",Ambiguous,Ambiguous,True
"My partner planned a surprise picnic for us today, and it was exactly what I needed after such a stressful week. Feeling so loved and grateful. 🌼",Positive,Positive,True
"Walked into a meeting today only to realize I was wearing mismatched shoes. Mortified doesn’t even begin to describe it. But hey, at least I gave everyone a good laugh. 🤦‍♂️",Neutral,Neutral,True
"Lost my temper with my mom today over something silly. I feel awful about it now and plan to apologize. She deserves better, and I want to do better.",Negative,Negative,True
Visited a new gallery downtown and saw an exhibit that absolutely blew me away. It reminded me how powerful art can be in connecting people to emotions they didn’t even realize they had. 🎨,Positive,Positive,True
"Just saw a video about a dog being rescued from a bad situation, and I’m crying. It’s heartbreaking to know this happens, but seeing that happy ending gave me so much hope. 🐾",Mixed,Mixed,True
"Had the most chaotic morning—spilled coffee, missed my bus, forgot my lunch. It was a total mess, but hey, at least I survived it. Tomorrow’s a new day. ☕️😂",Neutral,Neutral,True
"Watched a documentary on climate change, and now I feel so guilty about the choices I’ve been making. It’s time to start living more sustainably and take some real action. 🌍",Negative,Negative,True
"Finally went for a run after weeks of putting it off, and I’m out of breath but feeling SO proud of myself. Small steps, right? 🏃‍♀️",Positive,Positive,True
Sat with my grandma today while she told me stories about her childhood. It made me realize how much history and wisdom she carries. I’m so grateful for these moments. 🕰️,Positive,Positive,True
"The park where I used to play as a kid is being turned into a parking lot. I feel so sad about it, but I’m also determined to speak up and preserve what’s left of our green spaces. 🌳",Mixed,Mixed,True
"Finally submitted my big project at work. I’m so relieved it’s done, but I can’t stop second-guessing if it’s good enough. Time to let it go and hope for the best. 🤞",Ambiguous,Ambiguous,True
Stopped by the animal shelter today to donate supplies. Seeing those wagging tails reminded me how small actions can make a huge difference. 🐕❤️,Positive,Positive,True
"Caught the sunset on my drive home tonight, and for a moment, everything felt okay. Sometimes the simplest things make the biggest impact. 🌅",Positive,Positive,True
"Got into a huge argument with my roommate about chores. I feel so frustrated, but I also know we both care about the space we share. Hoping we can find a way to talk this out tomorrow. 🙄",Negative,Negative,True
"Scrolling through Instagram and saw someone’s post about their fancy vacation while I’m stuck at home working. I felt jealous at first, but then I reminded myself that my time will come. ✈️",Ambiguous,Ambiguous,True
"Today, I walked into a coffee shop and overheard a random stranger saying kind things about their partner. It made me smile and reminded me how much I appreciate my own relationship. ☕️💕",Positive,Positive,True
"Lost my wallet on the subway today and felt panicked, but someone turned it in! I’m so relieved and reminded that there are still good people in the world. 😊",Positive,Positive,True
"Watched a movie about climate change tonight, and now I feel so anxious about the future. But I’m also inspired to make better choices, even if they’re small ones. 🌍",Mixed,Mixed,True
"Tried cooking a new recipe tonight, and it was an absolute disaster. But honestly? It was kind of fun experimenting. At least now I know what NOT to do. 🍴😂",Neutral,Neutral,True
"My childhood park is being bulldozed to make way for condos. It breaks my heart to see it go, but I’m determined to preserve the memories it gave me. 🌳",Mixed,Mixed,True
"Got ghosted by someone I really liked. It stings, but I know it’s better to let them go than hold onto someone who doesn’t want to be here. Time to move forward. ✌️",Negative,Negative,True
"Had to put down my dog today after 14 amazing years together. My heart feels shattered, but I’m grateful for every moment we shared. Rest easy, buddy. 🐾💔",Mixed,Mixed,True
"Finally got the courage to post my art online for the first time. I’m terrified of judgment, but I’m also so proud of myself for putting it out there. 🎨",Positive,Positive,True
"Went for a run this morning and felt totally out of shape. It was embarrassing at first, but finishing it gave me this weird sense of accomplishment. Small steps. 🏃‍♀️",Positive,Positive,True
Caught the sunset while walking home tonight. It was one of those moments where everything felt still and peaceful. Nature always has a way of grounding me. 🌅,Positive,Positive,True
Had a long conversation with my grandpa about his life growing up. It made me realize how much strength and wisdom he’s passed down to our family. 🕰️,Positive,Positive,True
"Tried to help a stray cat outside my apartment today. I couldn’t bring them inside, but I left food and water. I feel sad knowing I can’t do more, but at least I did something. 🐱",Mixed,Mixed,True
"Missed an important deadline at work today because I misread the due date. I feel so embarrassed and frustrated with myself, but I’m determined to fix this and not let it happen again. 💻",Negative,Negative,True
"Scrolling through Instagram and saw someone’s anniversary post with their partner. I felt so happy for them but also a little sad about being single right now. Love’s gotta be out there somewhere, right? 💕",Ambiguous,Ambiguous,True
"Found out my childhood library is closing down. It feels like losing a piece of my past. I’m sad, but I’m grateful for the countless hours I spent there getting lost in stories. 📚",Mixed,Mixed,True
"Spent the afternoon organizing my closet and found an old sweater my grandma knitted for me. It made me smile, but it also made me miss her so much. 🧵",Mixed,Mixed,True
"Tried to help a lost tourist today, but we couldn’t understand each other’s languages. It felt frustrating, but their smile when I tried made me feel like I still made a small difference. 🌍",Mixed,Mixed,True
"Finally started working out again after months of procrastination! It was hard, and I’m so out of shape, but I feel proud for just showing up. Small wins. 🏋️",Positive,Positive,True
"Watched a stray cat cross the street tonight. I couldn’t do much except leave some food, but I feel sad knowing how many animals out there are struggling. 🐾",Mixed,Mixed,True
"Got into a heated argument with my sibling today. We said things we didn’t mean, and now I feel guilty. I’m planning to apologize tomorrow because I hate leaving things unresolved. 🙁",Negative,Negative,True
Had to put my phone away during a long walk today because the view was so breathtaking. Sometimes you just have to disconnect and appreciate what’s around you. 🌄,Positive,Positive,True
"Finally finished writing my first novel! It’s terrifying to think about sharing it with the world, but I’m so proud of the work I put into it. 📖",Positive,Positive,True
"Caught the sunset while stuck in traffic today. It was such a simple moment, but it reminded me to slow down and just breathe. 🌅",Positive,Positive,True
"Got ghosted by someone I thought I had a real connection with. It stings, but I’m trying to focus on the fact that it says more about them than me. Moving forward. ✌️",Negative,Negative,True
"Watched a little kid try to tie their shoe at the park today. They struggled for a while but eventually got it, and their smile was everything. Simple joys are the best. 😊",Positive,Positive,True
"Volunteered at the food bank today, and seeing the gratitude on people’s faces reminded me why I started. Helping others always feels so rewarding. 🍲❤️",Positive,Positive,True
"Missed my bus this morning and ended up walking in the rain. At first, I was so annoyed, but honestly, it was kind of peaceful by the end. I needed that quiet moment. 🌧️",Mixed,Mixed,True
"Saw my childhood best friend post about their wedding, and it made me so happy for them. But it also hit me how much we’ve grown apart. Life really moves so fast. 💍",Mixed,Mixed,True
"Dropped the cake I baked for my friend’s party as soon as I got to their house. I felt so embarrassed, but everyone laughed it off and said it was the thought that counted. 🎂😂",Neutral,Neutral,True
"Had to say goodbye to my childhood home today. Packing up the last box felt so surreal. I’m sad to leave, but also excited for the new memories I’ll create. 🏠",Mixed,Mixed,True
Caught the sunrise on my hike this morning. It was absolutely breathtaking and reminded me why I need to spend more time outdoors. 🌄,Positive,Positive,True
"My coworker criticized my work in front of everyone today, and I felt so humiliated. But instead of staying angry, I’m using this as motivation to prove them wrong. 💼",Negative,Negative,True
"Visited a local animal shelter today. Seeing all those wagging tails made me so happy, but it also broke my heart knowing so many pets are still waiting for homes. 🐾",Mixed,Mixed,True
"My friend forgot my birthday, and I feel kind of hurt. But I also know they’ve been super stressed lately, so I’m choosing to let it slide this time. 🎂",Negative,Negative,True
"Finally hit my fitness goal today! I’m so proud of myself for sticking with it, even on the days it felt impossible. 💪",Positive,Positive,True
"Found an old letter my grandpa wrote me years ago. It made me cry, but it also reminded me how much love he poured into our family. 🕰️",Mixed,Mixed,True
"Had to say goodbye to our family dog today after 12 amazing years. My heart hurts, but I’m grateful for all the love and memories they gave us. 🐕💔",Mixed,Mixed,True
"Watched a documentary on ocean pollution, and I feel so guilty about how much plastic I’ve been using. Time to make some changes. 🌊",Negative,Negative,True
"Posted my artwork online for the first time, and I’m so nervous about how people will react. But I’m also proud of myself for putting it out there. 🎨",Positive,Positive,True
Caught the most stunning rainbow after a heavy rain today. It felt like the universe reminding me that beauty always follows the storm. 🌈,Positive,Positive,True
"Missed a job interview today because I got stuck in traffic. I feel so frustrated with myself, but I’ve emailed them asking if there’s any chance to reschedule. Fingers crossed. 🚗",Negative,Negative,True
"Saw a friend post a throwback to their trip to Paris, and I felt so happy for them! But it also made me realize how much I miss traveling myself. ✈️",Ambiguous,Ambiguous,True
"Dropped my laptop at the coffee shop today. For a moment, I thought it was broken, but it still works! My heart stopped for a second, but now I’m just grateful. ☕💻",Positive,Positive,True
"Found out today that my best friend didn’t invite me to their wedding. I feel hurt and confused, but maybe I need to talk to them before jumping to conclusions. 🤔",Negative,Negative,True
"Stopped by the animal shelter today and donated some blankets. Seeing the little tails wagging made my day, but it also reminded me how much help these places need. 🐾",Positive,Positive,True
"My partner forgot our anniversary. I feel really disappointed, but I also know they’ve been so stressed lately. I’m choosing to talk it out instead of holding onto this. 💔",Negative,Negative,True
"Got a random compliment from a stranger today, and it completely turned my mood around. Just goes to show how much a small kindness can mean. 😊",Positive,Positive,True
"Finally hit a personal best on my run today! I’ve been working so hard for this, and it feels amazing to see the progress. 🏃‍♂️",Positive,Positive,True
"Had to say goodbye to my childhood home today. Packing the last box felt bittersweet—it’s hard to leave, but I’m excited to see what’s next. 🏠",Mixed,Mixed,True
Went for a walk in the park after the rain and saw the most beautiful double rainbow. It reminded me that there’s always a little magic after the storms. 🌈,Positive,Positive,True
"Had a huge fight with my sibling today, and I said things I didn’t mean. I feel terrible about it and plan to apologize tomorrow. Family is too important to let this linger. 🙁",Negative,Negative,True
"Watched a documentary on plastic waste, and now I feel so guilty about my own habits. I’m committing to cutting down on single-use plastics starting today. 🌍",Negative,Negative,True
"Posted my first painting online today, and I’m terrified about what people will think. But I’m also so proud of myself for putting my work out there. 🎨",Positive,Positive,True
"Watched the sunset from my rooftop tonight. For a moment, everything felt so still, like the world paused just to breathe with me. 🌅",Positive,Positive,True
Got into a heated argument with my sibling over something so trivial. I feel bad about it now and want to apologize tomorrow. Family is too important to let small things drive a wedge between us. 💔,Negative,Negative,True
Scrolling through Instagram and saw someone post their vacation pictures from Greece. I felt so happy for them but also a little envious—I miss traveling so much. 🏖️,Ambiguous,Ambiguous,True
"Dropped my coffee on my laptop at work today, and for a second, I thought it was done for. Thankfully, it’s still working! Crisis averted, but wow, what a scare. ☕💻",Neutral,Neutral,True
Visited my grandparents today and heard stories from their younger days. It made me realize how much history and love they’ve passed down to us. Feeling so grateful. 🕰️,Positive,Positive,True
"Caught the sunrise during my morning run, and it stopped me in my tracks. It’s moments like these that make me feel alive. 🌄",Positive,Positive,True
"Found out today that my best friend didn’t invite me to their engagement party. I feel hurt and confused, but I’m trying to stay calm and ask them what happened before assuming the worst. 💭",Negative,Negative,True
"Tried cooking a new recipe for dinner tonight, and it turned out WAY better than I expected. Who knew I could be this good in the kitchen? 🍳",Positive,Positive,True
"Visited the animal shelter today, and seeing all those wagging tails made me so happy. But it also broke my heart knowing how many pets still need homes. 🐕",Mixed,Mixed,True
"Finally started going to therapy after putting it off for years. It feels overwhelming, but I know I’m taking the right steps toward healing. 🧠",Positive,Positive,True
Watched a little kid at the park figure out how to climb a tree after several tries. Their determination was so inspiring—it reminded me to never give up on the little things. 🌳,Positive,Positive,True
"Had to say goodbye to my family dog today after 14 amazing years. My heart feels heavy, but I’m so thankful for all the love and happiness they brought into our lives. 🐾💔",Mixed,Mixed,True
"Watched a documentary about the plastic crisis, and it’s stuck with me all day. Feeling so guilty about my habits and determined to start making changes. 🌍",Negative,Negative,True
"Finally posted my art online for the first time, and I’m equal parts terrified and proud. It feels amazing to share something so personal. 🎨",Positive,Positive,True
"Caught the sunset while sitting on the beach tonight. It reminded me how small we are in the grand scheme of things, but also how beautiful life can be. 🌅",Positive,Positive,True
"Missed my friend’s birthday dinner because of a work emergency. I feel terrible, but I’m planning to surprise them with a little gift tomorrow to make up for it. 🎁",Negative,Negative,True
"Saw someone post about their new puppy on Facebook, and I couldn’t help but feel a little envious. I’ve always wanted one, but I know the timing isn’t right yet. Someday, though. 🐶",Ambiguous,Ambiguous,True
"Had a chaotic morning—spilled my coffee, forgot my keys, and missed my train. It felt like the world was against me, but then I saw a stranger smile at me, and it made the day a little better. ☕️",Mixed,Mixed,True
Visited the local farmer’s market today and met a vendor who’s been growing organic produce for 40 years. It made me feel so inspired to live more sustainably. 🌱,Positive,Positive,True
Found out my favorite coffee shop is closing down next month. I’m so sad—it’s been my go-to spot for years. Time to cherish the last few visits. ☕,Mixed,Mixed,True
"Went on a hike today and got completely lost for a while. At first, I was panicking, but then I found my way and realized how much I love the quiet of the woods. 🌳",Mixed,Mixed,True
"Finally shared my poetry online for the first time, and the positive feedback has been overwhelming. I’m so nervous about sharing more, but I feel proud of myself for starting. ✍️",Positive,Positive,True
"Watched a heartbreaking documentary about food waste today. It made me feel so guilty about what I throw away, but I’m determined to change my habits and do better. 🌍",Negative,Negative,True
Had a long conversation with my grandma today about her childhood. Hearing her stories reminded me how much history and resilience runs in our family. Feeling grateful. 🕰️,Positive,Positive,True
"Missed my evening run because I got caught up with work. I feel disappointed in myself, but I’m planning to double down tomorrow and not let this happen again. 🏃‍♀️",Negative,Negative,True
"Watched a little kid learn to ride a bike at the park today. They kept falling but refused to give up, and when they finally got it, their joy was contagious. 🚴",Positive,Positive,True
"Sat on the beach and watched the sunset tonight. For a moment, everything felt still and perfect. Sometimes, nature just knows how to reset your soul. 🌅",Positive,Positive,True
"Caught myself comparing my life to someone else’s Instagram highlight reel today. It made me feel bad for a second, but then I reminded myself that we’re all on different paths. 🌟",Mixed,Mixed,True
Finally hit my fundraising goal for the local food bank! Knowing this will help so many people feels absolutely incredible. 🍲,Positive,Positive,True
"I overslept and missed an important team meeting today. I feel embarrassed and frustrated, but I’ve already apologized and started setting better alarms. Gotta move forward. ⏰",Negative,Negative,True
"Saw a friend’s travel photos on Instagram, and it made me so happy for them. But it also reminded me how much I miss exploring new places. I can’t wait to plan my next adventure. ✈️",Ambiguous,Ambiguous,True
"Dropped my grocery bag and broke a jar of sauce in the parking lot. At first, I felt so annoyed, but then I had to laugh—guess I just needed some humility today. 🛒",Neutral,Neutral,True
"Visited my grandpa’s old workshop today. Seeing his tools and unfinished projects made me miss him so much, but it also reminded me of how much he taught me about perseverance. 🛠️",Mixed,Mixed,True
Finally reached my fundraising goal for the local animal shelter! Knowing this will help so many pets fills me with joy and gratitude. 🐕❤️,Positive,Positive,True
"My partner forgot our anniversary dinner reservation, and I felt so hurt. But when they apologized and suggested we cook together instead, I realized how much they care. 🍝",Mixed,Mixed,True
"Caught myself comparing my life to someone else’s Instagram highlights again. It made me feel bad for a second, but then I reminded myself that we’re all on different journeys. 🌟",Mixed,Mixed,True
"Watched the sunset from my balcony tonight. For a few moments, everything felt still and peaceful. Nature always knows how to reset my soul. 🌅",Positive,Positive,True
"Finally posted my art online after years of being too scared. I’m nervous about how people will react, but I feel proud of myself for taking this step. 🎨",Positive,Positive,True
"Watched a documentary about ocean pollution, and now I feel so guilty about how much plastic I use. Time to start making changes—every small action counts. 🌍",Negative,Negative,True
"Had to say goodbye to our family dog today after 13 wonderful years. My heart feels heavy, but I’m so thankful for the love they brought into our lives. 🐾💔",Mixed,Mixed,True
"Tried a new workout routine this morning and couldn’t even finish it. It was so embarrassing, but I’m determined to keep going and get stronger. 💪",Positive,Positive,True
Spent the afternoon volunteering at the food bank. Seeing the smiles on people’s faces reminded me why I started helping out in the first place. 🍲❤️,Positive,Positive,True
"Watched a little kid at the park figure out how to climb a tree. Their determination was so inspiring—it reminded me to never give up, even on the little things. 🌳",Positive,Positive,True
"Got criticized in front of the whole team today. I felt so embarrassed and angry, but I’m determined to prove myself with my next project. This won’t hold me back. 💼",Negative,Negative,True
"Saw a friend’s post about their engagement, and while I’m genuinely happy for them, it reminded me how far I feel from that stage in life. Just trying to trust my own journey. 💍",Ambiguous,Ambiguous,True
"Dropped my phone while running to catch the bus. I was so annoyed, but then I laughed because it’s just so typical of me. Some days you just have to laugh at yourself. 📱😂",Neutral,Neutral,True
"Visited my dad’s old workshop today. Seeing all his tools brought back so many memories. It made me miss him, but I’m also so thankful for everything he taught me. 🛠️",Mixed,Mixed,True
Finally finished my first 10K run today! I can’t believe I stuck with the training—it feels amazing to accomplish something I never thought I could. 🏃‍♀️,Positive,Positive,True
"My partner forgot our anniversary, and it really stung. But after we talked about it, they made dinner at home and reminded me how much they care in other ways. 🍝",Mixed,Mixed,True
"Caught myself comparing my art to someone else’s Instagram today. It made me feel insecure for a moment, but then I reminded myself that everyone’s path is unique. 🎨",Mixed,Mixed,True
"Watched the sunset from my backyard tonight, and for a moment, it felt like the whole world just paused. These little moments mean everything. 🌅",Positive,Positive,True
"Watched a documentary about ocean pollution today, and now I feel so guilty about my plastic use. It’s time to start making changes, even if they’re small ones. 🌍",Negative,Negative,True
"Finally shared my poetry at an open mic night. I was terrified, but hearing the audience clap made it all worth it. Taking risks like this feels amazing. ✍️",Positive,Positive,True
"Lost my wallet at the grocery store today. I felt panicked at first, but someone turned it in untouched! Restored my faith in people a little today. 😊",Positive,Positive,True
"Had to say goodbye to my childhood home today. Packing the last box was so bittersweet—it’s tough to leave, but I’m excited for what’s next. 🏠",Mixed,Mixed,True
"Spent the day volunteering at the food bank, and seeing how grateful people were made me feel so humbled. Giving back feels like the best thing I’ve done in a while. 🍲",Positive,Positive,True
Watched a little kid finally tie their shoes after struggling for so long. Their determination reminded me how important it is to celebrate small wins. 👟,Positive,Positive,True
"Missed a family gathering today because of work. I feel so guilty about not being there, but I’m planning to spend time with them this weekend to make up for it. Family comes first. ❤️",Negative,Negative,True
"Saw my old classmate post about buying their dream house. I’m happy for them, but it made me feel a little behind in life. Trying to remind myself everyone’s timeline is different. 🏡",Ambiguous,Ambiguous,True
"Dropped a whole tray of cookies I baked for my niece’s school party. I felt so frustrated, but her hug made me realize it’s not about the cookies—it’s about showing up for her. 🍪",Mixed,Mixed,True
"Visited my late mom’s garden today and saw her favorite flowers blooming. It made me miss her deeply, but it also reminded me how much she loved creating beauty. 🌸",Mixed,Mixed,True
"Finally hit my weightlifting goal after months of hard work. I’m exhausted, but I feel so proud of myself for sticking with it. 💪",Positive,Positive,True
"My partner forgot our movie date tonight, and it hurt my feelings. But they apologized sincerely and promised to make it up to me. Relationships take work, and I know they care. 🎥",Mixed,Mixed,True
"Caught myself comparing my career to someone else’s LinkedIn achievements today. It made me feel inadequate, but I reminded myself that everyone’s path looks different. 🌟",Mixed,Mixed,True
"Watched the sunset from the park tonight, and it felt like the world paused for a moment. It reminded me how much peace there is in simply being still. 🌅",Positive,Positive,True
"Watched a video about deforestation today, and now I feel so guilty about not doing more for the environment. Time to start taking action, even if it’s just small steps. 🌳",Negative,Negative,True
"Finally posted my photography on Instagram after years of being too scared to share. I’m nervous about what people will say, but I feel so proud for putting myself out there. 📸",Positive,Positive,True
"Lost my wallet at the store today. I was panicking, but then someone turned it in. I’m so relieved and grateful to know there are still good people out there. 👜",Positive,Positive,True
"Had to say goodbye to our cat today after 15 amazing years. My heart is shattered, but I’m grateful for all the love and joy they brought to our family. 🐾💔",Mixed,Mixed,True
Spent the afternoon volunteering at a community garden. Planting and seeing everything grow reminded me how small actions can make a big impact. 🌱,Positive,Positive,True
"Watched a toddler take their first steps at the park today. Their determination was inspiring—it reminded me to keep moving forward, no matter how small the steps. 👣",Positive,Positive,True
"Missed an important deadline at work today because I misread the email. I feel so embarrassed and disappointed in myself, but I’ve already spoken to my manager and outlined a plan to make things right. 💻",Negative,Negative,True
"Saw a friend post a picture of their new car on Instagram, and I felt so happy for them! But it also reminded me how much I want to reach my own goals. 🚗",Ambiguous,Ambiguous,True
"Dropped a stack of groceries on the way home and broke half the eggs. I felt so annoyed, but my neighbor stopped to help, and their kindness turned my mood around. 🛒",Mixed,Mixed,True
"Visited my mom’s old garden today and found the roses she used to love in full bloom. I miss her so much, but it felt like a little piece of her is still here. 🌹",Mixed,Mixed,True
"Finally completed my first marathon! I’m so exhausted, but I feel incredibly proud of myself for sticking with the training and finishing strong. 🏅",Positive,Positive,True
"Forgot my best friend’s birthday this year. I feel so terrible about it, but I’ve planned a surprise dinner to make it up to them. I hope they understand. 🎂",Negative,Negative,True
"Caught myself comparing my career to someone else’s LinkedIn today. It made me feel a little inadequate, but I reminded myself that everyone’s path is different. 🌟",Mixed,Mixed,True
"Sat by the lake and watched the sunset tonight. For the first time in weeks, I felt completely at peace. Nature has a way of healing like nothing else. 🌅",Positive,Positive,True
"Watched a documentary about overfishing, and I can’t stop thinking about how unsustainable some of my choices are. It’s time to change that. 🌊",Negative,Negative,True
"Finally shared my singing at an open mic night. I was shaking with nerves, but hearing the applause made it all worth it. It feels amazing to take risks. 🎤",Positive,Positive,True
"Lost my dog’s favorite toy at the park today, and I felt so bad seeing him look for it. But I replaced it with a new one, and his tail wagging made everything better. 🐾",Mixed,Mixed,True
"Had to say goodbye to our family cat today after 16 wonderful years. My heart hurts, but I’m so thankful for all the love and memories they gave us. 🐾💔",Mixed,Mixed,True
Spent the afternoon planting flowers at a community garden. It felt amazing to see something grow and know I was part of it. 🌱,Positive,Positive,True
Watched a kid at the playground finally climb the monkey bars after trying all afternoon. Their determination was so inspiring—it reminded me how important persistence is. 💪,Positive,Positive,True
"Missed an important presentation at work because I misread the schedule. I feel so embarrassed and disappointed, but I’m determined to make up for it and do better next time. 💼",Negative,Negative,True
"Saw a friend post about their trip to Japan, and I felt so happy for them. But it also made me miss traveling and reminded me of how much I want to visit new places again. 🌏",Ambiguous,Ambiguous,True
"Dropped my coffee on the way to a meeting, and for a second, I felt so annoyed. But then I laughed because what else can you do? Some days are just like that. ☕️",Neutral,Neutral,True
Visited my childhood home today and saw the tree my dad and I planted together. It made me feel so nostalgic but also thankful for the time we had. 🌳,Mixed,Mixed,True
Finally hit my personal record at the gym today! It feels so good to see progress after months of effort. Hard work really does pay off. 🏋️‍♀️,Positive,Positive,True
"Forgot my sister’s birthday this year, and I feel awful about it. I’ve planned a special surprise for her tomorrow to show her how much she means to me. 🎂",Negative,Negative,True
"Watched a friend absolutely crush their presentation today. I felt so proud of them, but it also made me feel like I need to step up my game. Time to refocus. 💡",Ambiguous,Ambiguous,True
"Caught myself comparing my art to someone else’s on Instagram today. It made me feel insecure for a moment, but then I reminded myself that creativity isn’t a competition. 🎨",Mixed,Positive,False
Watched the sunrise on my morning hike today. It reminded me how small we are in the grand scheme of things but also how beautiful life can be. 🌄,Positive,Positive,True
Watched a heartbreaking video about homelessness today. It made me realize how much more I can do to help. Donating is just the first step. 🏠,Negative,Negative,True
"Finally performed my music at a local café tonight. I was so nervous, but hearing the applause reminded me why I love sharing my art. 🎶",Positive,Positive,True
